"X","Y"
372,1510.79889473476
373,1510.79536767923
374,1510.79641773167
375,1510.7967294776
376,1510.79868477038
377,1510.79603608237
378,1510.79917666761
379,1510.79655131127
380,1510.79985987351
381,1510.7964947293
382,1510.79456650494
383,1510.7959506228
384,1510.79983215279
385,1510.7964061728
386,1510.79787311349
387,1510.79540344381
388,1510.79156038848
389,1510.79862574512
390,1510.79684516653
391,1510.79418111204
392,1510.79166798083
393,1510.79381511397
394,1510.79589852346
395,1510.79475667452
396,1510.79514441647
397,1510.79517626978
398,1510.79708953243
399,1510.79572748664
400,1510.79189878433
401,1510.79968550565
402,1510.7961164459
403,1510.7915070368
404,1510.79390791938
405,1510.79241629206
406,1510.79200428187
407,1510.79697516242
408,1510.79547120515
409,1510.79628393127
410,1510.79292696418
411,1510.79660308464
412,1510.79614891431
413,1510.79076576339
414,1510.78901858015
415,1510.79679863947
416,1510.79008334832
417,1510.79097936177
418,1510.79227478468
419,1510.79176899988
420,1510.78916066861
421,1510.79022585776
422,1510.78725737878
423,1510.78874559634
424,1510.79208716418
425,1510.78900142969
426,1510.78844393887
427,1510.78730856609
428,1510.79060970315
429,1510.7875520145
430,1510.78928594736
431,1510.7907164383
432,1510.78920089168
433,1510.7914579819
434,1510.78666422283
435,1510.78660241866
436,1510.78699477358
437,1510.79139998368
438,1510.78602599538
439,1510.78834614806
440,1510.79022877022
441,1510.78583762607
442,1510.78832259448
443,1510.78883254536
444,1510.78687310956
445,1510.78527675221
446,1510.7897720559
447,1510.7888862831
448,1510.7864522299
449,1510.78929912448
450,1510.79030624295
451,1510.78567384305
452,1510.78400484912
453,1510.78424914267
454,1510.78770697441
455,1510.7853654119
456,1510.79212648497
457,1510.78815951939
458,1510.78506523139
459,1510.7837652313
460,1510.7906763698
461,1510.78996533648
462,1510.78922265491
463,1510.79359448273
464,1510.79169009652
465,1510.78897668721
466,1510.79139922338
467,1510.78982049027
468,1510.78867410496
469,1510.79152821345
470,1510.78899834752
471,1510.78805188732
472,1510.78977217202
473,1510.78860116322
474,1510.79035069858
475,1510.78893866096
476,1510.79642712765
477,1510.79006861294
478,1510.78812810377
479,1510.79237987038
480,1510.78970189522
481,1510.7906836273
482,1510.79363215865
483,1510.79339227216
484,1510.79507352555
485,1510.78967201807
486,1510.79123096834
487,1510.79503926199
488,1510.7897745074
489,1510.79371540248
490,1510.79045818535
491,1510.79122610772
492,1510.79609954096
493,1510.79550832469
494,1510.79646864752
495,1510.796143487
496,1510.79219600592
497,1510.79211113252
498,1510.7930326046
499,1510.79366655224
500,1510.79596238796
501,1510.79358047226
502,1510.79923040188
503,1510.79707679868
504,1510.79337911975
505,1510.79120499012
506,1510.79227067506
507,1510.79139110758
508,1510.79605298334
509,1510.79444906909
510,1510.79532732366
511,1510.79750866349
512,1510.79689921177
513,1510.8030567083
514,1510.79912611998
515,1510.79298340236
516,1510.79828834771
517,1510.79269550234
518,1510.79707191757
519,1510.79399314062
520,1510.79263923157
521,1510.79579514758
522,1510.79423254762
523,1510.79655302648
524,1510.79532974689
525,1510.79957974459
526,1510.79371153142
527,1510.79919122416
528,1510.79607478425
529,1510.79891020167
530,1510.79443562273
531,1510.79760936417
532,1510.79283533462
533,1510.79661153335
534,1510.79700154279
535,1510.79500562395
536,1510.7967946887
537,1510.79663977429
538,1510.79654683727
539,1510.79906766827
540,1510.79636251156
541,1510.79366702734
542,1510.79647296135
543,1510.79660541778
544,1510.79863837081
545,1510.79790036234
546,1510.7975472464
547,1510.79055239812
548,1510.79444340749
549,1510.80009646533
550,1510.79640835985
551,1510.79120342202
552,1510.79152575417
553,1510.79424568297
554,1510.79435956485
555,1510.79428829401
556,1510.79314613018
557,1510.79325116077
558,1510.79749003104
559,1510.79079966931
560,1510.79189919269
561,1510.79476394047
562,1510.79216545339
563,1510.7912237268
564,1510.79119333451
565,1510.79074534201
566,1510.79202520086
567,1510.78948811408
568,1510.79049767831
569,1510.79049929581
570,1510.78879390332
571,1510.79172971121
572,1510.78758709783
573,1510.78918235948
574,1510.79204580784
575,1510.78617134432
576,1510.78957350922
577,1510.7914607537
578,1510.79145409565
579,1510.78904887767
580,1510.79084458535
581,1510.79048060672
582,1510.78847412477
583,1510.78930155038
584,1510.78937141483
585,1510.79148853034
586,1510.79125483242
587,1510.78878450372
588,1510.79278199055
589,1510.79042375613
590,1510.7874544378
591,1510.78617632448
592,1510.7856264428
593,1510.78809220672
594,1510.78313349941
595,1510.79032739297
596,1510.78990819703
597,1510.78619153395
598,1510.79120796251
599,1510.78584233505
600,1510.78885201164
601,1510.78742675319
602,1510.79293070082
603,1510.78539506966
604,1510.7857491744
605,1510.79023127294
606,1510.78858868056
607,1510.78758703361
608,1510.78852070648
609,1510.79199033645
610,1510.78824843681
611,1510.78791919252
612,1510.78957329763
613,1510.79180792672
614,1510.79249968792
615,1510.78780050766
616,1510.78850497108
617,1510.78652705114
618,1510.79290889222
619,1510.79213300638
620,1510.79123459339
621,1510.78851282904
622,1510.79090018877
623,1510.79248120026
624,1510.78750885123
625,1510.79042863115
626,1510.79495522153
627,1510.7853088398
628,1510.79407457278
629,1510.79396335648
630,1510.78821384079
631,1510.79020962283
632,1510.79393435246
633,1510.79068452234
634,1510.7922570264
635,1510.79222310552
636,1510.79619546895
637,1510.79238929976
638,1510.78865278851
639,1510.79386164261
640,1510.79514500997
641,1510.79148267755
642,1510.79465365312
643,1510.79358021823
644,1510.79348621782
645,1510.79426311378
646,1510.7988560213
647,1510.79645551027
648,1510.79340969891
649,1510.79226306285
650,1510.79814704272
651,1510.79407459861
652,1510.79174986626
653,1510.79511999617
654,1510.79664427917
655,1510.79392572264
656,1510.79346496716
657,1510.79389645249
658,1510.79491120254
659,1510.80001601834
660,1510.80183506186
661,1510.79599855739
662,1510.80059688601
663,1510.79275616595
664,1510.79490358603
665,1510.79630888476
666,1510.7957598746
667,1510.79775441138
668,1510.797085008
669,1510.79566787683
670,1510.79880091831
671,1510.79962373381
672,1510.79714346791
673,1510.80201157897
674,1510.79777455283
675,1510.79872548066
676,1510.79771313803
677,1510.80086825104
678,1510.7995911508
679,1510.79959546152
680,1510.79616113437
681,1510.79915456147
682,1510.80373829915
683,1510.79877561942
684,1510.80403277128
685,1510.80019855054
686,1510.79840990865
687,1510.80155985711
688,1510.79636311244
689,1510.79518570917
690,1510.79910110797
691,1510.79910163236
692,1510.7984566039
693,1510.79909592554
694,1510.80264027313
695,1510.79487582511
696,1510.79995951392
697,1510.79766779072
698,1510.79720588074
699,1510.79607916675
700,1510.79832582328
701,1510.79904511955
702,1510.8007086061
703,1510.7959465367
704,1510.79748155285
705,1510.79773125614
706,1510.79536536768
707,1510.79824931986
708,1510.79501176749
709,1510.79477325898
710,1510.79826373812
711,1510.79850429394
712,1510.79930530479
713,1510.79399845482
714,1510.79387015869
715,1510.79816077612
716,1510.79415362525
717,1510.79808832997
718,1510.79112755701
719,1510.79462027028
720,1510.79051525973
721,1510.79243494149
722,1510.7965589232
723,1510.79200097844
724,1510.79311619846
725,1510.79599740195
726,1510.79461467478
727,1510.79392128477
728,1510.79787706493
729,1510.79364371346
730,1510.79244220208
731,1510.79273904982
732,1510.79868811043
733,1510.79720518844
734,1510.79916858068
735,1510.79613007939
736,1510.79671863653
737,1510.80128425075
738,1510.79649895623
739,1510.79811757978
740,1510.79561767845
741,1510.79512574244
742,1510.7971506291
743,1510.79466033312
744,1510.79732140006
745,1510.80129625687
746,1510.79720748199
747,1510.79920188587
748,1510.79678699482
749,1510.80030405818
750,1510.80201935368
751,1510.80131286746
752,1510.79813663231
753,1510.80185472076
754,1510.80028612244
755,1510.79735929146
756,1510.79952051046
757,1510.80010154052
758,1510.80441483241
759,1510.80252672732
760,1510.7985877585
761,1510.80118299991
762,1510.80255365308
763,1510.80556573981
764,1510.80215562889
765,1510.80519036492
766,1510.80825907623
767,1510.79782742202
768,1510.80564244155
769,1510.80475533299
770,1510.80325551875
771,1510.80539233166
772,1510.8056098843
773,1510.80635282565
774,1510.80579977682
775,1510.8090004181
776,1510.80657114773
777,1510.8032168339
778,1510.80955656554
779,1510.80862046909
780,1510.80720796933
781,1510.80785731341
782,1510.80223014034
783,1510.80535039613
784,1510.80680376602
785,1510.80507090404
786,1510.81196883529
787,1510.80788685457
788,1510.81386053
789,1510.80534100549
790,1510.80880829995
791,1510.80577784996
792,1510.8037371131
793,1510.80807991502
794,1510.80862433013
795,1510.80599585733
796,1510.80618402209
797,1510.8092710629
798,1510.80558486313
799,1510.80936070791
800,1510.80576666972
801,1510.81281749189
802,1510.80968813451
803,1510.80982080229
804,1510.80692835234
805,1510.80124869451
806,1510.80885437072
807,1510.81328587547
808,1510.81395887854
809,1510.80332579267
810,1510.80885245979
811,1510.80814135392
812,1510.80864622632
813,1510.80667145812
814,1510.81026792128
815,1510.80771796092
816,1510.81339100007
817,1510.80985693478
818,1510.80897352841
819,1510.80560111922
820,1510.8047628056
821,1510.80795532849
822,1510.80931541852
823,1510.80889936013
824,1510.80983619214
825,1510.81145217666
826,1510.80798435712
827,1510.81222695262
828,1510.81151079914
829,1510.81010679539
830,1510.80668895528
831,1510.80875710882
832,1510.80886563334
833,1510.81083554605
834,1510.81305296553
835,1510.80972287723
836,1510.80789017554
837,1510.80667070233
838,1510.80395524408
839,1510.80964234494
840,1510.80626123862
841,1510.8051695352
842,1510.80433301873
843,1510.80517839042
844,1510.80587865012
845,1510.80518690552
846,1510.81145058182
847,1510.80567528837
848,1510.80836133539
849,1510.80883002502
850,1510.80894540308
851,1510.80812725092
